strike,expiration,gex_usd,gex_k
7820.0,2026-09-18,36.99439999639516,0.03699439999639516
7825.0,2026-09-18,17.028759365658235,0.017028759365658234
7830.0,2026-09-18,6.405000660242938,0.006405000660242938
7835.0,2026-09-18,-17163.978593088028,-17.16397859308803
7840.0,2026-09-18,-1031.1183176198058,-1.0311183176198058
7845.0,2026-09-18,-366.7726433225074,-0.3667726433225074
7850.0,2026-09-18,-830.2312488508568,-0.8302312488508568
7855.0,2026-09-18,-292.3413260884879,-0.2923413260884879
7860.0,2026-09-18,-11695.598002600458,-11.695598002600459
7865.0,2026-09-18,-62.568563186688024,-0.06256856318668802
7870.0,2026-09-18,-1494.7929043349684,-1.4947929043349684
7875.0,2026-09-18,-882.8235340458441,-0.8828235340458441
7880.0,2026-09-18,-2106.4972817609832,-2.106497281760983
7885.0,2026-09-18,-195.00384950392504,-0.19500384950392505
7890.0,2026-09-18,-1077.8339630657958,-1.0778339630657958
7895.0,2026-09-18,-730.268198452259,-0.730268198452259
7365.0,2026-09-21,-18006.303454379293,-18.006303454379292
7370.0,2026-09-21,-69746.98766651416,-69.74698766651416
7375.0,2026-09-21,-82332.62279311295,-82.33262279311296
7380.0,2026-09-21,-104498.34396904825,-104.49834396904825
7385.0,2026-09-21,-45454.3410566931,-45.454341056693096
7390.0,2026-09-21,-56081.055237790395,-56.081055237790395
7395.0,2026-09-21,-51863.32406652554,-51.86332406652554
7400.0,2026-09-21,-234644.5315270086,-234.6445315270086
7405.0,2026-09-21,-65743.3298370607,-65.7433298370607
7410.0,2026-09-21,-63644.05566535244,-63.64405566535244
7415.0,2026-09-21,-56448.29296624006,-56.448292966240054
7420.0,2026-09-21,-81515.98627060656,-81.51598627060656
7425.0,2026-09-21,-366620.9690122397,-366.6209690122397
7430.0,2026-09-21,-182444.6454996836,-182.4446454996836
7435.0,2026-09-21,-49881.31774834332,-49.88131774834332
7440.0,2026-09-21,-74705.09002778326,-74.70509002778326
7445.0,2026-09-21,-42480.13283669855,-42.480132836698544
7450.0,2026-09-21,-349620.1153412888,-349.6201153412888
7455.0,2026-09-21,-47919.62851927185,-47.919628519271846
7460.0,2026-09-21,-119176.88322138847,-119.17688322138848
7465.0,2026-09-21,-112962.3877807764,-112.9623877807764
7470.0,2026-09-21,-176237.9785443159,-176.2379785443159
7475.0,2026-09-21,-429094.00430952164,-429.09400430952167
7480.0,2026-09-21,-176570.23410166337,-176.57023410166337
7485.0,2026-09-21,-144015.61124408676,-144.01561124408676
7490.0,2026-09-21,-279105.55585176504,-279.105555851765
7495.0,2026-09-21,-412878.73881614575,-412.87873881614576
7500.0,2026-09-21,-2184284.7552080275,-2184.2847552080275
7505.0,2026-09-21,-128642.80464564182,-128.64280464564183
7510.0,2026-09-21,-373301.4064934191,-373.3014064934191
7515.0,2026-09-21,-77474.97789428315,-77.47497789428314
7520.0,2026-09-21,-954556.3017542552,-954.5563017542552
7525.0,2026-09-21,-429214.43333742913,-429.2144333374291
7530.0,2026-09-21,-323135.4538304578,-323.13545383045783
7535.0,2026-09-21,-240384.61918936402,-240.38461918936403
7540.0,2026-09-21,-168253.04039848136,-168.25304039848135
7545.0,2026-09-21,-198794.54862260545,-198.79454862260545
7550.0,2026-09-21,-1157237.1079781686,-1157.2371079781688
7555.0,2026-09-21,-503421.462381281,-503.421462381281
7560.0,2026-09-21,-494002.29462255177,-494.00229462255174
7565.0,2026-09-21,-216774.94911966514,-216.77494911966514
7570.0,2026-09-21,-455513.1017321303,-455.5131017321303
7575.0,2026-09-21,-1162173.275990885,-1162.173275990885
7580.0,2026-09-21,-693727.332765681,-693.727332765681
7585.0,2026-09-21,774215.1245235155,774.2151245235154
7590.0,2026-09-21,-857298.339224352,-857.298339224352
7595.0,2026-09-21,-670882.348870076,-670.882348870076
7600.0,2026-09-21,-1711922.6932391287,-1711.9226932391286
7605.0,2026-09-21,80122.04530817235,80.12204530817236
7610.0,2026-09-21,-425206.4609943535,-425.2064609943535
7615.0,2026-09-21,-83687.97992677533,-83.68797992677533
7620.0,2026-09-21,83529.90579802252,83.52990579802253
7625.0,2026-09-21,-1249190.4675849092,-1249.1904675849091
7630.0,2026-09-21,-711171.6555065489,-711.171655506549
7635.0,2026-09-21,-903498.448878144,-903.498448878144
7640.0,2026-09-21,-25357.821872870205,-25.357821872870204
7645.0,2026-09-21,705069.2972620755,705.0692972620755
7650.0,2026-09-21,-454094.06457034126,-454.09406457034123
7655.0,2026-09-21,646850.6815856593,646.8506815856592
7660.0,2026-09-21,712944.0176865199,712.9440176865199
7665.0,2026-09-21,462126.6210431878,462.1266210431878
7670.0,2026-09-21,954760.321325327,954.760321325327
7675.0,2026-09-21,-1266227.2804170444,-1266.2272804170443
7680.0,2026-09-21,735539.3489194405,735.5393489194405
7685.0,2026-09-21,671831.5431786592,671.8315431786592
7690.0,2026-09-21,714568.7516654477,714.5687516654477
7695.0,2026-09-21,787212.0401327075,787.2120401327074
7700.0,2026-09-21,3155976.4665325675,3155.9764665325674
7705.0,2026-09-21,826651.8379163394,826.6518379163394
7710.0,2026-09-21,1368459.7180893014,1368.4597180893013
7715.0,2026-09-21,922940.4506215722,922.9404506215722
7720.0,2026-09-21,595662.0128412794,595.6620128412794
7725.0,2026-09-21,1299743.6355579174,1299.7436355579175
7730.0,2026-09-21,690387.4961768568,690.3874961768568
7735.0,2026-09-21,844781.3287714458,844.7813287714458
7740.0,2026-09-21,778875.9380647971,778.8759380647971
7745.0,2026-09-21,324185.02197241836,324.1850219724184
7750.0,2026-09-21,997691.8076211525,997.6918076211525
7755.0,2026-09-21,208069.6640705889,208.06966407058889
7760.0,2026-09-21,313705.0471560215,313.7050471560215
7765.0,2026-09-21,303515.1330671751,303.5151330671751
7770.0,2026-09-21,212386.49511695324,212.38649511695326
7775.0,2026-09-21,558762.0638152058,558.7620638152058
7780.0,2026-09-21,201141.7743721582,201.14177437215818
7785.0,2026-09-21,120922.74271475885,120.92274271475884
7790.0,2026-09-21,140089.85216413008,140.08985216413006
7795.0,2026-09-21,159357.139673668,159.357139673668
7800.0,2026-09-21,251008.81047520027,251.00881047520028
7805.0,2026-09-21,104356.66611949216,104.35666611949216
7810.0,2026-09-21,111678.68497080466,111.67868497080467
7815.0,2026-09-21,86633.99369941665,86.63399369941665
7820.0,2026-09-21,86423.19122726528,86.42319122726528
7825.0,2026-09-21,70132.07924253869,70.1320792425387
7830.0,2026-09-21,58513.39305567588,58.51339305567588
7840.0,2026-09-21,58094.23260542698,58.09423260542698
7850.0,2026-09-21,86811.3206890995,86.8113206890995
7860.0,2026-09-21,43365.447867005656,43.365447867005656
7870.0,2026-09-21,35344.60215521352,35.34460215521352
7875.0,2026-09-21,69455.17298553696,69.45517298553696
7880.0,2026-09-21,33301.08131134541,33.30108131134541
7890.0,2026-09-21,22942.725278569786,22.942725278569785
7365.0,2026-09-22,-53113.54204125374,-53.113542041253744
7370.0,2026-09-22,-35580.35003391093,-35.58035003391093
7375.0,2026-09-22,-68826.97115130964,-68.82697115130964
7380.0,2026-09-22,-27039.299750671486,-27.039299750671486
7385.0,2026-09-22,-28618.40474245476,-28.61840474245476
7390.0,2026-09-22,-45108.60518985508,-45.108605189855076
7395.0,2026-09-22,-154377.84908387088,-154.37784908387087
7400.0,2026-09-22,-217231.62751049188,-217.23162751049188
7405.0,2026-09-22,-18447.80277454853,-18.44780277454853
7410.0,2026-09-22,-40572.60950548776,-40.57260950548776
7415.0,2026-09-22,-22382.55210445729,-22.38255210445729
7420.0,2026-09-22,-194194.37683940376,-194.19437683940376
7425.0,2026-09-22,-371015.30420625536,-371.01530420625534
7430.0,2026-09-22,-228328.9922392673,-228.3289922392673
7435.0,2026-09-22,-199040.86108015763,-199.04086108015764
7440.0,2026-09-22,-215514.45950623322,-215.5144595062332
7445.0,2026-09-22,-39374.37880929331,-39.37437880929331
7450.0,2026-09-22,-241648.4797703242,-241.6484797703242
7455.0,2026-09-22,-26530.198711477413,-26.530198711477414
7460.0,2026-09-22,-248519.3887787465,-248.5193887787465
7465.0,2026-09-22,-226657.59867156815,-226.65759867156814
7470.0,2026-09-22,-570672.0638877752,-570.6720638877752
7475.0,2026-09-22,-562165.9836845659,-562.1659836845658
7480.0,2026-09-22,-439434.4008085929,-439.4344008085929
7485.0,2026-09-22,-528287.5999327264,-528.2875999327264
7490.0,2026-09-22,-496705.3283079582,-496.7053283079582
7495.0,2026-09-22,-152090.16287545324,-152.09016287545325
7500.0,2026-09-22,-647731.2970765978,-647.7312970765978
7505.0,2026-09-22,-347628.2619153904,-347.6282619153904
7510.0,2026-09-22,-206033.272102738,-206.033272102738
7515.0,2026-09-22,-143400.79318984246,-143.40079318984246
7520.0,2026-09-22,-163418.76868243728,-163.41876868243727
7525.0,2026-09-22,-302901.4906574958,-302.9014906574958
7530.0,2026-09-22,-665425.8448434457,-665.4258448434457
7535.0,2026-09-22,-155760.78600993517,-155.76078600993517
7540.0,2026-09-22,-226082.31346203008,-226.08231346203007
7545.0,2026-09-22,-101517.2113790212,-101.5172113790212
7550.0,2026-09-22,-1700665.8295365742,-1700.6658295365742
7555.0,2026-09-22,-13230.839342317267,-13.230839342317267
7560.0,2026-09-22,-1438769.477513631,-1438.769477513631
7565.0,2026-09-22,-44113.62660985203,-44.11362660985203
7570.0,2026-09-22,-544394.9305466985,-544.3949305466986
7575.0,2026-09-22,-1438260.2312509906,-1438.2602312509907
7580.0,2026-09-22,-824925.1719243852,-824.9251719243853
7585.0,2026-09-22,-3814400.0287511074,-3814.4000287511076
7590.0,2026-09-22,-1814791.532597033,-1814.791532597033
7595.0,2026-09-22,-498683.04561643023,-498.6830456164302
7600.0,2026-09-22,-2301976.230189333,-2301.9762301893334
7605.0,2026-09-22,97705.37828320538,97.70537828320538
7610.0,2026-09-22,194145.14963218162,194.1451496321816
7615.0,2026-09-22,-54681.09955956292,-54.681099559562924
7620.0,2026-09-22,-112268.9408587504,-112.2689408587504
7625.0,2026-09-22,-138601.24122241169,-138.6012412224117
7630.0,2026-09-22,112521.08509229589,112.52108509229589
7635.0,2026-09-22,-230643.85753732154,-230.64385753732154
7640.0,2026-09-22,526908.7457587795,526.9087457587794
7645.0,2026-09-22,-315726.1555768383,-315.7261555768383
7650.0,2026-09-22,-421736.5891519018,-421.7365891519018
7655.0,2026-09-22,131722.85447189803,131.72285447189802
7660.0,2026-09-22,-550140.7249478338,-550.1407249478339
7665.0,2026-09-22,1161.0922429522034,1.1610922429522035
7670.0,2026-09-22,331704.7505603153,331.70475056031535
7675.0,2026-09-22,258769.73412564304,258.769734125643
7680.0,2026-09-22,1281097.2726322142,1281.0972726322143
7685.0,2026-09-22,983296.1180782227,983.2961180782228
7690.0,2026-09-22,-462729.3156454508,-462.7293156454508
7695.0,2026-09-22,242225.52492383608,242.22552492383608
7700.0,2026-09-22,1638130.4366798257,1638.1304366798256
7705.0,2026-09-22,397004.2103524358,397.00421035243585
7710.0,2026-09-22,853782.2229382002,853.7822229382002
7715.0,2026-09-22,779738.3410926377,779.7383410926377
7720.0,2026-09-22,781008.9576977066,781.0089576977066
7725.0,2026-09-22,504251.78640715254,504.25178640715257
7730.0,2026-09-22,328519.9327531949,328.5199327531949
7735.0,2026-09-22,151578.00890503405,151.57800890503404
7740.0,2026-09-22,284433.7054529396,284.4337054529396
7745.0,2026-09-22,330216.9900069159,330.21699000691586
7750.0,2026-09-22,1381139.86357461,1381.13986357461
7755.0,2026-09-22,547463.4127670937,547.4634127670937
7760.0,2026-09-22,234846.31747190625,234.84631747190625
7765.0,2026-09-22,212056.7868726697,212.0567868726697
7770.0,2026-09-22,160014.71766523874,160.01471766523875
7775.0,2026-09-22,1033985.8243133867,1033.9858243133867
7780.0,2026-09-22,363281.2382061829,363.2812382061829
7785.0,2026-09-22,404075.35319017014,404.0753531901701
7790.0,2026-09-22,170745.12553858862,170.7451255385886
7795.0,2026-09-22,108701.04975889731,108.70104975889731
7800.0,2026-09-22,563405.7605839397,563.4057605839397
7805.0,2026-09-22,89813.04735914906,89.81304735914905
7810.0,2026-09-22,121455.85760982068,121.45585760982068
7815.0,2026-09-22,73161.51105899407,73.16151105899408
7820.0,2026-09-22,51348.863684965865,51.34886368496586
7825.0,2026-09-22,110551.62408139123,110.55162408139122
7830.0,2026-09-22,80408.85247391896,80.40885247391896
7840.0,2026-09-22,85970.92101822062,85.97092101822062
7850.0,2026-09-22,104189.40146256724,104.18940146256725
7860.0,2026-09-22,45502.102588071124,45.502102588071125
7870.0,2026-09-22,36771.85551074659,36.77185551074659
7875.0,2026-09-22,38326.04287249331,38.32604287249331
7880.0,2026-09-22,28091.865600272642,28.09186560027264
7890.0,2026-09-22,50842.50936761373,50.84250936761374
7365.0,2026-09-23,-30392.172710870407,-30.39217271087041
7370.0,2026-09-23,-58740.73659301691,-58.74073659301691
7375.0,2026-09-23,-179182.2828780781,-179.18228287807813
7380.0,2026-09-23,-114947.45981182331,-114.94745981182331
7385.0,2026-09-23,-74643.86539478443,-74.64386539478443
7390.0,2026-09-23,-234126.96628448975,-234.12696628448975
7395.0,2026-09-23,-36097.92596368079,-36.097925963680794
7400.0,2026-09-23,-503039.3696812016,-503.0393696812016
7405.0,2026-09-23,-27204.034122058714,-27.204034122058715
7410.0,2026-09-23,-73629.45826072808,-73.62945826072807
7415.0,2026-09-23,-53870.2458814306,-53.8702458814306
7420.0,2026-09-23,-85288.6215210131,-85.2886215210131
7425.0,2026-09-23,-307687.55784569896,-307.68755784569896
7430.0,2026-09-23,-239597.46308694032,-239.5974630869403
7440.0,2026-09-23,-223821.56175802645,-223.82156175802646
7445.0,2026-09-23,-45227.32926871817,-45.227329268718165
7450.0,2026-09-23,-420053.83161887096,-420.05383161887096
7455.0,2026-09-23,-61806.245790120425,-61.80624579012043
7460.0,2026-09-23,-804847.0651077615,-804.8470651077615
7465.0,2026-09-23,-57454.915003122645,-57.45491500312264
7470.0,2026-09-23,-184961.4580933092,-184.9614580933092
7475.0,2026-09-23,-608296.7301368049,-608.2967301368049
7480.0,2026-09-23,-230022.8434687123,-230.0228434687123
7485.0,2026-09-23,-50506.53489478912,-50.50653489478912
7490.0,2026-09-23,-77844.59938378542,-77.84459938378542
7495.0,2026-09-23,-55198.88952185346,-55.19888952185346
7500.0,2026-09-23,-579125.4094136353,-579.1254094136352
7510.0,2026-09-23,-317408.6541967176,-317.4086541967176
7515.0,2026-09-23,-73180.55460892132,-73.18055460892131
7520.0,2026-09-23,-75532.65312502696,-75.53265312502697
7525.0,2026-09-23,-395826.1359935416,-395.82613599354164
7530.0,2026-09-23,-57950.805145507315,-57.95080514550732
7535.0,2026-09-23,-169810.41197968306,-169.81041197968307
7540.0,2026-09-23,-744841.0830882987,-744.8410830882987
7545.0,2026-09-23,-159849.1924237873,-159.8491924237873
7550.0,2026-09-23,-1650868.3744102044,-1650.8683744102043
7555.0,2026-09-23,-219422.4217570293,-219.4224217570293
7560.0,2026-09-23,-642047.0286429197,-642.0470286429197
7565.0,2026-09-23,-104037.37435421493,-104.03737435421493
7570.0,2026-09-23,-216091.545866045,-216.09154586604498
7575.0,2026-09-23,-822607.5618722172,-822.6075618722173
7580.0,2026-09-23,-1386585.521148154,-1386.5855211481542
7585.0,2026-09-23,-1362027.6375856274,-1362.0276375856274
7590.0,2026-09-23,-128997.1760434747,-128.9971760434747
7595.0,2026-09-23,28004.552921093156,28.004552921093158
7600.0,2026-09-23,-895974.8889987125,-895.9748889987126
7605.0,2026-09-23,448354.9941280331,448.3549941280331
7610.0,2026-09-23,-219777.22587345002,-219.77722587345002
7615.0,2026-09-23,-309130.8874539224,-309.1308874539224
7620.0,2026-09-23,-543807.459796736,-543.807459796736
7625.0,2026-09-23,-2856.215291106142,-2.856215291106142
7630.0,2026-09-23,927368.4792172186,927.3684792172186
7635.0,2026-09-23,783709.2799024538,783.7092799024538
7640.0,2026-09-23,-664515.5241259229,-664.515524125923
7645.0,2026-09-23,2035723.845076991,2035.723845076991
7650.0,2026-09-23,-381282.9302212058,-381.2829302212058
7655.0,2026-09-23,-47945.68162434705,-47.94568162434705
7660.0,2026-09-23,-22576.948197130172,-22.57694819713017
7665.0,2026-09-23,9800.072584410373,9.800072584410373
7670.0,2026-09-23,-38145.52183741046,-38.145521837410456
7675.0,2026-09-23,-972913.3457390496,-972.9133457390496
7680.0,2026-09-23,944419.9086422641,944.4199086422641
7685.0,2026-09-23,1039982.974737297,1039.9829747372971
7690.0,2026-09-23,819257.7130582104,819.2577130582105
7695.0,2026-09-23,277913.7796292771,277.91377962927714
7700.0,2026-09-23,369277.4701104485,369.27747011044846
7705.0,2026-09-23,180961.14573191953,180.96114573191954
7710.0,2026-09-23,364226.2340689992,364.2262340689992
7715.0,2026-09-23,356879.51693997934,356.87951693997934
7720.0,2026-09-23,293595.48714923696,293.59548714923693
7725.0,2026-09-23,1369368.7427260939,1369.3687427260938
7730.0,2026-09-23,19928.329101465177,19.928329101465177
7735.0,2026-09-23,164051.59462928664,164.05159462928665
7740.0,2026-09-23,623055.1195779259,623.0551195779259
7745.0,2026-09-23,197930.85752819834,197.93085752819835
7750.0,2026-09-23,1738606.6904707083,1738.6066904707084
7755.0,2026-09-23,138793.70615265032,138.79370615265032
7760.0,2026-09-23,347898.44275644445,347.89844275644447
7765.0,2026-09-23,298965.1000845851,298.96510008458506
7770.0,2026-09-23,514466.3589764474,514.4663589764474
7775.0,2026-09-23,865447.86869088,865.44786869088
7780.0,2026-09-23,297932.3782294897,297.9323782294897
7785.0,2026-09-23,436599.2269041653,436.5992269041653
7790.0,2026-09-23,1323285.0350444026,1323.2850350444025
7795.0,2026-09-23,187086.4034125234,187.0864034125234
7800.0,2026-09-23,151712.0293245117,151.71202932451172
7805.0,2026-09-23,119865.44416016525,119.86544416016525
7810.0,2026-09-23,131013.81595148533,131.01381595148533
7815.0,2026-09-23,92074.53017409568,92.07453017409568
7820.0,2026-09-23,113309.47985084247,113.30947985084248
7825.0,2026-09-23,100221.28661541187,100.22128661541187
7830.0,2026-09-23,79751.56117381575,79.75156117381574
7840.0,2026-09-23,74271.51024306101,74.27151024306102
7850.0,2026-09-23,695735.7722401749,695.7357722401749
7860.0,2026-09-23,36734.6477044895,36.7346477044895
7870.0,2026-09-23,87266.75474833067,87.26675474833067
7875.0,2026-09-23,44150.80335700457,44.15080335700458
7880.0,2026-09-23,48694.26064800503,48.69426064800503
7890.0,2026-09-23,26964.419193686765,26.964419193686766
7365.0,2026-09-24,-4561.023328960892,-4.561023328960892
7370.0,2026-09-24,-60224.19468539662,-60.224194685396625
7375.0,2026-09-24,-138637.5678872705,-138.6375678872705
7380.0,2026-09-24,-66417.69369109067,-66.41769369109066
7390.0,2026-09-24,-40776.98736796183,-40.77698736796183
7400.0,2026-09-24,-279047.4219179944,-279.04742191799437
7410.0,2026-09-24,-149884.2673377135,-149.8842673377135
7415.0,2026-09-24,-148587.4921215779,-148.5874921215779
7420.0,2026-09-24,-156709.93872389404,-156.70993872389403
7425.0,2026-09-24,-521599.75308626186,-521.5997530862619
7430.0,2026-09-24,-46360.939933885704,-46.3609399338857
7440.0,2026-09-24,-137130.98513654928,-137.13098513654927
7445.0,2026-09-24,-17996.044300861566,-17.996044300861566
7450.0,2026-09-24,-227695.17125451085,-227.69517125451085
7455.0,2026-09-24,-23194.47824104883,-23.19447824104883
7460.0,2026-09-24,-162285.80582998839,-162.2858058299884
7470.0,2026-09-24,-206683.04099869655,-206.68304099869655
7475.0,2026-09-24,-337927.50603499584,-337.9275060349958
7480.0,2026-09-24,-328853.80020796,-328.85380020796003
7485.0,2026-09-24,-232566.7985954624,-232.56679859546242
7490.0,2026-09-24,-218628.94007038957,-218.62894007038958
7495.0,2026-09-24,-114171.49799463265,-114.17149799463265
7500.0,2026-09-24,-215370.3947907753,-215.3703947907753
7505.0,2026-09-24,-63045.44026177494,-63.045440261774935
7510.0,2026-09-24,-139811.4278342915,-139.8114278342915
7515.0,2026-09-24,-2048.7304989297772,-2.0487304989297774
7520.0,2026-09-24,-77271.19881748586,-77.27119881748585
7525.0,2026-09-24,-375455.6005568674,-375.45560055686735
7530.0,2026-09-24,-109423.49100499654,-109.42349100499654
7535.0,2026-09-24,-96856.75921564392,-96.85675921564392
7540.0,2026-09-24,-99801.02437520717,-99.80102437520716
7545.0,2026-09-24,-99695.52804646146,-99.69552804646146
7550.0,2026-09-24,-657069.3639514763,-657.0693639514762
7555.0,2026-09-24,-222639.17052914048,-222.63917052914047
7560.0,2026-09-24,-135485.12784403597,-135.485127844036
7565.0,2026-09-24,-270260.27346369415,-270.26027346369415
7570.0,2026-09-24,-182267.64006677634,-182.26764006677632
7575.0,2026-09-24,-532641.0743793253,-532.6410743793252
7580.0,2026-09-24,-237833.24832921504,-237.83324832921505
7585.0,2026-09-24,-309755.7902372527,-309.7557902372527
7590.0,2026-09-24,-91527.45795789151,-91.52745795789151
7595.0,2026-09-24,29876.099204014638,29.876099204014636
7600.0,2026-09-24,-287228.9627922112,-287.22896279221123
7605.0,2026-09-24,24543.276432737475,24.543276432737475
7610.0,2026-09-24,209583.05864615826,209.58305864615826
7615.0,2026-09-24,66819.21126158361,66.8192112615836
7620.0,2026-09-24,-61911.54354213344,-61.911543542133444
7625.0,2026-09-24,-406736.87972044677,-406.7368797204468
7630.0,2026-09-24,-266560.897570542,-266.560897570542
7635.0,2026-09-24,-25869.69111666479,-25.869691116664793
7640.0,2026-09-24,-104.81557375262491,-0.10481557375262492
7645.0,2026-09-24,134007.5856563265,134.00758565632648
7650.0,2026-09-24,-250736.3485058844,-250.73634850588442
7655.0,2026-09-24,660841.8394059953,660.8418394059953
7660.0,2026-09-24,-42013.26928104309,-42.01326928104309
7665.0,2026-09-24,71078.0297214774,71.0780297214774
7670.0,2026-09-24,98508.59173227241,98.50859173227241
7675.0,2026-09-24,-248811.20884405175,-248.81120884405175
7680.0,2026-09-24,48772.66942649189,48.772669426491895
7685.0,2026-09-24,70230.82491728406,70.23082491728405
7690.0,2026-09-24,46289.173566409794,46.289173566409794
7695.0,2026-09-24,141645.10047867303,141.64510047867304
7700.0,2026-09-24,-485035.69630749593,-485.0356963074959
7705.0,2026-09-24,39169.06324874819,39.169063248748195
7710.0,2026-09-24,85341.35520665995,85.34135520665996
7715.0,2026-09-24,-72527.15462043241,-72.52715462043241
7720.0,2026-09-24,-79014.31264137775,-79.01431264137776
7725.0,2026-09-24,-139083.00230597204,-139.08300230597203
7730.0,2026-09-24,112028.39185883396,112.02839185883396
7735.0,2026-09-24,169174.0308892363,169.17403088923632
